1,8/18/09,2:32:57, 77, 132
2,8/25/00,20:23:52, 76, 809
3,2/12/12,6:24:17, 70, 377
4,3/22/83,13:29:28, 96, 805
5,8/1/86,0:09:58, 47, 195
6,2/17/09,20:17:03, 44, 849
7,4/22/98,18:53:07, 30, 706
8,8/8/93,12:18:32, 52, 112
9,2/4/01,12:52:36, 74, 293
10,8/8/11,8:23:16, 51, 921
11,8/31/11,5:32:46, 19, 691
12,9/11/84,12:27:36, 38, 661
13,7/25/90,11:20:09, 24, 330
14,4/4/10,22:11:32, 69, 227
15,10/22/99,0:02:19, 63, 335
16,11/2/89,22:10:33, 89, 774
17,12/6/03,13:16:09, 55, 388
18,4/13/90,0:49:21, 85, 992
19,4/19/09,20:21:57, 11, 616
20,3/18/92,7:31:58, 52, 932
21,6/17/12,16:54:53, 84, 240
22,9/18/06,18:42:15, 40, 564
23,2/7/93,12:14:32, 56, 562
24,8/17/84,18:14:58, 36, 31
25,7/6/11,0:05:44, 66, 341
26,11/15/93,3:35:29, 7, 224
27,4/27/87,12:49:25, 16, 963
28,6/5/07,13:37:00, 35, 314
29,2/23/07,4:58:36, 75, 460
30,9/1/98,1:38:33, 4, 448
31,11/19/03,9:58:35, 79, 481
32,3/25/83,12:13:36, 58, 302
33,8/10/84,18:45:05, 42, 832
34,11/19/07,7:45:25, 33, 438
35,1/4/94,17:55:24, 32, 693
36,11/6/95,10:52:45, 52, 821
37,2/2/08,6:29:20, 92, 757
38,4/25/85,10:29:47, 34, 664
39,1/1/97,20:16:11, 68, 962
40,12/6/94,13:30:54, 67, 757
41,11/13/93,3:26:21, 21, 348
42,8/5/96,15:30:18, 94, 772
43,11/21/07,6:46:29, 95, 259
44,8/5/94,10:32:00, 2, 181
45,9/5/01,16:35:43, 75, 195
46,11/27/94,1:08:30, 44, 353
47,5/27/02,22:32:49, 42, 566
48,5/24/98,1:59:29, 96, 543
49,5/12/86,12:10:38, 26, 568
50,7/30/03,0:20:03, 24, 433
51,11/17/09,21:09:04, 70, 7
52,3/27/13,8:48:54, 71, 770
53,12/24/99,11:12:32, 39, 245
54,6/10/88,16:40:51, 38, 351
55,11/4/86,10:55:08, 93, 298
56,2/21/92,23:00:02, 22, 261
57,1/22/80,11:45:58, 42, 188
58,9/12/90,6:48:24, 9, 522
59,10/2/84,15:45:21, 8, 99
60,6/1/87,13:35:29, 73, 826
61,3/23/92,1:01:29, 83, 416
62,2/21/98,5:34:24, 11, 876
63,1/2/03,12:59:23, 14, 416
64,2/13/89,15:33:15, 32, 878
65,10/18/08,12:08:49, 39, 937
66,4/12/88,11:05:20, 70, 622
67,1/13/02,21:44:52, 68, 223
68,3/15/04,6:53:56, 68, 655
69,10/7/95,19:20:31, 61, 722
70,8/9/04,1:56:51, 38, 504
71,11/12/10,22:34:43, 25, 370
72,3/12/02,15:06:05, 34, 283
73,3/10/84,18:28:32, 79, 820
74,9/23/05,21:23:04, 86, 392
75,8/19/13,18:03:28, 72, 259
76,3/7/03,22:53:02, 74, 269
